run_sig,run,seed,horizon,NSE,RMSE,MAE,rMBE,skill_vs_persistence,source,trial,status,objective,hp.model.gru_layers,hp.model.gru_hidden,hp.model.gru_dropout,hp.training.lr
gru_ablation_revin_scheduler_t003_seed40_full_merged,gru_l2_in52_out16_ep50_full_merged,40.0,5.0,0.8944096959024139,0.0572091127692761,0.0422941265684185,-0.1030910321126964,,gru_metrics,,,,,,,
gru_ablation_revin_scheduler_t004_seed40_full_merged,gru_l2_in52_out16_ep50_full_merged,40.0,5.0,0.8952733510675883,0.057503145542622,0.0444279790440679,0.0091484744221372,,gru_metrics,,,,,,,
in52_out16_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,gru_l1_in52_out16_ep1_full_merged_spatial_split_spf0p5_sc20_ss42,40.0,5.0,-0.9953481168722952,0.2810820061856177,0.2191925048828125,-0.1095048516921419,,gru_metrics,,,,,,,
in52_out16_ep50_bs4096_stat1_seed40_full_merged_spf0p8_sc20_ss42,gru_l1_in52_out16_ep1_full_merged_spatial_split_spf0p8_sc20_ss42,40.0,5.0,-8.365500187512826,0.5585693785230388,0.4665024040988758,-0.6708869442863865,,gru_metrics,,,,,,,
in52_out16_ep2_bs4096_seed40_full_merged_spf0p5_sc20_ss42,gru_l1_in52_out16_ep2_full_merged_spatial_split_spf0p5_sc20_ss42,40.0,5.0,0.0644470258177996,0.1996137561058368,0.16001388330779,-0.0021260580126089,,gru_metrics,,,,,,,
in52_out16_ep5_bs4096_seed40_full_merged_spf0p5_sc20_ss42,gru_l1_in52_out16_ep5_full_merged_spatial_split_spf0p5_sc20_ss42,40.0,5.0,0.4498582532042652,0.1435628664699065,0.1164183730714058,-0.0705169482077903,,gru_metrics,,,,,,,
in52_out16_ep5_bs4096_seed40_full_merged_spf0p8_sc20_ss42,gru_l1_in52_out16_ep5_full_merged_spatial_split_spf0p8_sc20_ss42,40.0,5.0,0.3329128753457209,0.1555042408005235,0.1274098300477534,-0.0035107304478175,,gru_metrics,,,,,,,
gru_l1_seed40_ep50_full_merged_spf0p8_sc20_ss42,gru_l1_in52_out16_ep50_full_merged_spatial_split_spf0p8_sc20_ss42,40.0,5.0,0.880237928615795,0.0612671511856549,0.0472791452944536,0.0339494295342009,,gru_metrics,,,,,,,
in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42,gru_l2_in52_out16_ep50_full_merged_r1_spatial_split_spf0p8_sc20_ss42,40.0,5.0,0.8944096959024139,0.0572091127692761,0.0422941265684185,-0.1030910321126964,,gru_metrics,,,,,,,
gru_l2_revin_seed40_ep50_full_merged_spf0p8_sc20_ss42,gru_l2_in52_out16_ep50_full_merged_spatial_split_spf0p8_sc20_ss42,40.0,5.0,0.8952733510675883,0.057503145542622,0.0444279790440679,0.0091484744221372,,gru_metrics,,,,,,,
gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42,gru_l2_in52_out16_ep50_full_merged_spatial_split_spf0p8_sc20_ss42,40.0,5.0,0.8952733510675883,0.057503145542622,0.0444279790440679,0.0091484744221372,,gru_metrics,,,,,,,
gru_l3_seed40_ep50_full_merged_spf0p8_sc20_ss42,gru_l3_in52_out16_ep50_full_merged_spatial_split_spf0p8_sc20_ss42,40.0,5.0,0.8907955306582751,0.058696119518217,0.0446689490116003,0.0033892509243336,,gru_metrics,,,,,,,
gru_ablation_revin_scheduler_t001_seed40_full_merged,gru_l2_in52_out16_ep50_full_merged,40.0,6.0,0.8751312331239889,0.0619245445374938,0.0468534329236843,-0.1167595198053317,,gru_metrics,,,,,,,
gru_ablation_revin_scheduler_t002_seed40_full_merged,gru_l2_in52_out16_ep50_full_merged,40.0,6.0,0.8797734293503322,0.0620658434264127,0.0478241164962966,0.0088871837375067,,gru_metrics,,,,,,,
gru_ablation_revin_scheduler_t003_seed40_full_merged,gru_l2_in52_out16_ep50_full_merged,40.0,6.0,0.8751312331239889,0.0619245445374938,0.0468534329236843,-0.1167595198053317,,gru_metrics,,,,,,,
gru_ablation_revin_scheduler_t004_seed40_full_merged,gru_l2_in52_out16_ep50_full_merged,40.0,6.0,0.8797734293503322,0.0620658434264127,0.0478241164962966,0.0088871837375067,,gru_metrics,,,,,,,
in52_out16_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,gru_l1_in52_out16_ep1_full_merged_spatial_split_spf0p5_sc20_ss42,40.0,6.0,-1.219270107977129,0.2875873117277556,0.2242260344290847,0.050680128009976,,gru_metrics,,,,,,,
