run_dir,horizon,NSE_median_well,RMSE_median_well
GRU_FCOV_in52_out16_ep2_bs4096_seed40_full_merged_spf0p5_sc20_ss42,11,-0.48433522854477085,0.2531597532194913
GRU_FCOV_in52_out16_ep2_bs4096_seed40_full_merged_spf0p5_sc20_ss42,12,-0.5651194066413665,0.2603740267757429
GRU_FCOV_in52_out16_ep2_bs4096_seed40_full_merged_spf0p5_sc20_ss42,13,-0.6643708271726154,0.2654443451713853
GRU_FCOV_in52_out16_ep2_bs4096_seed40_full_merged_spf0p5_sc20_ss42,14,-0.819276348896314,0.2725443497028034
GRU_FCOV_in52_out16_ep2_bs4096_seed40_full_merged_spf0p5_sc20_ss42,15,-0.9677428254465115,0.28444019309106555
GRU_FCOV_in52_out16_ep2_bs4096_seed40_full_merged_spf0p5_sc20_ss42,16,-1.1159732101929012,0.29663320279000605
GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42,1,0.9796907056242274,0.02431759497557954
GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42,2,0.9573357525558595,0.035531818420735044
GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42,3,0.936058200728375,0.0442563429476188
GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42,4,0.9149074035099453,0.05088523786610513
GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42,5,0.8944096959024139,0.05720911276927615
GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42,6,0.8751312331239889,0.06192454453749388
GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42,7,0.85653397616247,0.06694141838022293
GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42,8,0.8379860324930706,0.07149965415949834
GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42,9,0.8206365437346212,0.07586823343604779
GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42,10,0.8045880917216457,0.0797318361622432
GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42,11,0.7873347199257976,0.08298750504559013
