log,run,valid_pairs,skipped,RMSE,nRMSE,NSE_pooled,NSE,NSE_id_median,NSE_id_p25,NSE_id_p50,NSE_id_p75,NSE_id_mean,NSE_id_count,NSE_hw,RMSE_hw,nRMSE_hw,MAE,AbsErr_P95,AbsErr_P99,AbsErr_Max,nRMSE_pw,RMSE_pw,NSE_pw,n_dates,n_train_wells,n_holdout_wells,dkl_latent_dims,dkl_train_steps,gp_ls,gp_os,gp_noise,dkl_best_mll,y_mean,y_std
gw-ms-km-ss50.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_km_f95_ss50__multiseed_km_gps2__predobstrain,3696.0,240.0,4.8469,0.1228,0.9625,0.9625,-73.4715,-645.6204,-73.4715,-9.4634,-1944.9044,47.0,,,,3.0709,11.5621,15.7561,17.8869,7.0011,1.4017,-73.4715,,,,,,,,,,,
gw-ms-km-ss50.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_km_f95_ss50__multiseed_km_gps3__predobstrain,3696.0,240.0,4.785,0.1212,0.9635,0.9635,-79.439,-630.1053,-79.439,-11.0951,-1904.9938,47.0,,,,3.0295,11.4953,15.4606,17.7993,7.2446,1.4489,-79.439,,,,,,,,,,,
gw-dec-km-ss51.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_km_f95_ss51__dec_prod_hydroraum_gps1__predobstrain,3696.0,240.0,3.4365,0.1058,0.982,0.982,-16.5224,-165.073,-16.5224,-3.6502,-427.3443,48.0,-16.2311,0.7133,3.2334,1.9602,7.1381,14.3569,16.8288,3.3769,0.7363,-16.5224,,,,,,,,,,,
gw-ms-km-ss51.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_km_f95_ss51__multiseed_km_gps1__predobstrain,3696.0,240.0,3.5272,0.1086,0.9811,0.9811,-36.0488,-385.1095,-36.0488,-6.2501,-470.4856,48.0,,,,2.2688,7.7727,12.6133,14.737,5.1026,1.06,-36.0488,,,,,,,,,,,
gw-ms-km-ss51.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_km_f95_ss51__multiseed_km_gps2__predobstrain,3696.0,240.0,3.5086,0.108,0.9813,0.9813,-35.6088,-400.6282,-35.6088,-5.4292,-468.3574,48.0,,,,2.2789,7.8481,12.2549,14.2117,5.5258,1.1092,-35.6088,,,,,,,,,,,
gw-ms-km-ss51.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_km_f95_ss51__multiseed_km_gps3__predobstrain,3696.0,240.0,3.5796,0.1102,0.9805,0.9805,-38.5156,-365.1403,-38.5156,-5.8561,-485.604,48.0,,,,2.2846,7.8475,13.0086,16.0098,5.0936,1.0152,-38.5156,,,,,,,,,,,
gw-pc-md10-ss42.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md10_f95_ss42__coloc_pilot__predobstrain,852.0,76.0,3.6896,0.1794,0.908,0.908,-82.957,-411.503,-82.957,-7.5751,-3175.9711,52.0,,,,2.3097,8.0428,14.7219,15.3472,6.9525,1.3592,-82.957,,,,,,,,,,,
gw-pc-md10-ss43.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md10_f95_ss43__coloc_pilot__predobstrain,852.0,76.0,2.9621,0.1174,0.9503,0.9503,-103.0018,-460.4547,-103.0018,-14.1058,-2445.7081,52.0,,,,2.0888,6.9892,8.7002,9.228,7.1665,1.4505,-103.0018,,,,,,,,,,,
gw-pc-md20-ss42.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss42__coloc_pilot__predobstrain,852.0,76.0,2.3054,0.0841,0.9761,0.9761,-52.8355,-269.5175,-52.8355,-3.7982,-593.725,52.0,,,,1.6299,5.6508,6.785,8.6924,5.1811,1.243,-52.8355,,,,,,,,,,,
gw-ms-md20-ss42.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss42__multiseed_md20_gps1__predobstrain,852.0,76.0,2.3382,0.0853,0.9754,0.9754,-51.7983,-260.0908,-51.7983,-4.1438,-599.7552,52.0,,,,1.6482,5.6927,6.9374,9.1664,5.3251,1.2024,-51.7983,,,,,,,,,,,
gw-ms-md20-ss42.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss42__multiseed_md20_gps2__predobstrain,852.0,76.0,2.3072,0.0842,0.976,0.976,-43.6893,-266.6563,-43.6893,-3.4194,-601.9899,52.0,,,,1.6225,5.6328,6.7714,8.284,5.0706,1.2351,-43.6893,,,,,,,,,,,
gw-ms-md20-ss42.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss42__multiseed_md20_gps3__predobstrain,852.0,76.0,2.3186,0.0846,0.9758,0.9758,-46.9616,-274.3966,-46.9616,-4.0448,-595.1087,52.0,,,,1.6351,5.6525,6.8552,8.2866,5.1893,1.2124,-46.9616,,,,,,,,,,,
gw-pc-md20-ss43.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss43__coloc_pilot__predobstrain,852.0,76.0,3.8514,0.1305,0.9348,0.9348,-61.8048,-533.9011,-61.8048,-7.9982,-3541.0504,52.0,,,,2.3449,8.4233,14.7926,15.6424,5.7528,1.3635,-61.8048,,,,,,,,,,,
gw-ms-md20-ss43.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss43__multiseed_md20_gps1__predobstrain,852.0,76.0,3.7957,0.1286,0.9367,0.9367,-67.3564,-494.7094,-67.3564,-5.3378,-3497.5507,52.0,,,,2.3207,8.3217,14.8731,15.3846,5.8872,1.3916,-67.3564,,,,,,,,,,,
gw-ms-md20-ss43.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss43__multiseed_md20_gps2__predobstrain,852.0,76.0,3.8153,0.1292,0.936,0.936,-65.0932,-522.4601,-65.0932,-6.8473,-3512.4989,52.0,,,,2.337,8.321,14.7329,15.5615,5.7681,1.3721,-65.0932,,,,,,,,,,,
gw-ms-md20-ss43.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss43__multiseed_md20_gps3__predobstrain,852.0,76.0,3.8451,0.1303,0.935,0.935,-60.5228,-502.3392,-60.5228,-8.0494,-3559.1215,52.0,,,,2.3453,8.3524,14.9121,15.436,5.6655,1.3425,-60.5228,,,,,,,,,,,
gw-ms-md20-ss44.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss44__multiseed_md20_gps1__predobstrain,852.0,76.0,3.3661,0.1737,0.9297,0.9297,-37.6695,-341.2518,-37.6695,-4.0075,-1630.7652,52.0,,,,2.0464,8.1711,14.6864,15.4922,4.2376,1.0727,-37.6695,,,,,,,,,,,
gw-ms-md20-ss44.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss44__multiseed_md20_gps2__predobstrain,852.0,76.0,3.3586,0.1733,0.93,0.93,-34.4233,-357.981,-34.4233,-4.2637,-1609.0865,52.0,,,,2.0364,8.1997,14.5921,15.3576,4.1425,1.0087,-34.4233,,,,,,,,,,,
gw-ms-md20-ss44.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss44__multiseed_md20_gps3__predobstrain,852.0,76.0,3.3507,0.1729,0.9303,0.9303,-33.1316,-360.4324,-33.1316,-4.2526,-1604.6194,52.0,,,,2.0332,8.2327,14.5163,15.2718,4.1273,1.0165,-33.1316,,,,,,,,,,,
gw-ms-md20-ss45.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss45__multiseed_md20_gps1__predobstrain,852.0,76.0,2.6367,0.0949,0.9675,0.9675,-25.2049,-671.6192,-25.2049,-5.0777,-561.0421,52.0,,,,1.8128,5.713,9.0596,11.0535,3.8876,0.9735,-25.2049,,,,,,,,,,,
gw-ms-md20-ss45.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss45__multiseed_md20_gps2__predobstrain,852.0,76.0,2.6683,0.096,0.9668,0.9668,-25.4026,-624.6469,-25.4026,-5.404,-581.082,52.0,,,,1.8412,5.5662,9.183,10.7591,4.0487,0.9101,-25.4026,,,,,,,,,,,
gw-ms-md20-ss45.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss45__multiseed_md20_gps3__predobstrain,852.0,76.0,2.6833,0.0965,0.9664,0.9664,-29.4237,-597.5343,-29.4237,-5.0718,-569.9145,52.0,,,,1.8292,5.6502,9.3255,10.915,3.8597,1.0422,-29.4237,,,,,,,,,,,
gw-ms-md20-ss46.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss46__multiseed_md20_gps1__predobstrain,852.0,76.0,3.1214,0.1544,0.9445,0.9445,-20.0901,-223.7623,-20.0901,-9.3642,-3067.0502,52.0,,,,1.8802,7.0861,13.9135,14.2397,3.6663,1.0729,-20.0901,,,,,,,,,,,
gw-ms-md20-ss46.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss46__multiseed_md20_gps2__predobstrain,852.0,76.0,3.1347,0.1551,0.944,0.944,-24.3985,-240.7217,-24.3985,-10.0217,-3067.4029,52.0,,,,1.8918,7.1787,13.8576,14.2922,3.7298,1.1441,-24.3985,,,,,,,,,,,
gw-ms-md20-ss46.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss46__multiseed_md20_gps3__predobstrain,852.0,76.0,3.111,0.1539,0.9449,0.9449,-19.7206,-224.3273,-19.7206,-9.0218,-3070.0184,52.0,,,,1.8779,7.1458,13.8637,14.3122,3.6591,1.0464,-19.7206,,,,,,,,,,,
gw-ms-md20-ss47.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss47__multiseed_md20_gps1__predobstrain,852.0,76.0,2.9819,0.1537,0.9465,0.9465,-46.7893,-343.5458,-46.7893,-6.5063,-2064.0887,52.0,,,,1.9505,6.2359,12.614,13.173,5.3743,1.3968,-46.7893,,,,,,,,,,,
gw-ms-md20-ss47.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss47__multiseed_md20_gps2__predobstrain,852.0,76.0,3.046,0.157,0.9441,0.9441,-59.9626,-330.952,-59.9626,-6.938,-2116.7195,52.0,,,,1.9966,6.3219,12.704,13.1627,5.8485,1.3372,-59.9626,,,,,,,,,,,
gw-ms-md20-ss47.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss47__multiseed_md20_gps3__predobstrain,852.0,76.0,3.0367,0.1565,0.9445,0.9445,-50.2454,-318.628,-50.2454,-7.0937,-2126.2914,52.0,,,,1.9943,6.3201,12.7939,13.2652,5.3344,1.3772,-50.2454,,,,,,,,,,,
gw-ms-md20-ss48.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss48__multiseed_md20_gps1__predobstrain,852.0,76.0,3.2721,0.1166,0.9428,0.9428,-89.6114,-479.0712,-89.6114,-13.3618,-861.8696,52.0,,,,2.2435,7.4389,9.7258,11.5198,7.7435,1.4052,-89.6114,,,,,,,,,,,
gw-ms-md20-ss48.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss48__multiseed_md20_gps2__predobstrain,852.0,76.0,3.2937,0.1174,0.942,0.942,-91.8404,-478.129,-91.8404,-13.1035,-873.1365,52.0,,,,2.2541,7.55,9.6147,11.7105,7.7393,1.4177,-91.8404,,,,,,,,,,,
gw-ms-md20-ss48.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss48__multiseed_md20_gps3__predobstrain,852.0,76.0,3.3033,0.1177,0.9417,0.9417,-93.3025,-458.7099,-93.3025,-13.3613,-868.2944,52.0,,,,2.2468,7.4922,9.7456,12.562,7.6257,1.383,-93.3025,,,,,,,,,,,
gw-ms-md20-ss49.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss49__multiseed_md20_gps1__predobstrain,852.0,76.0,3.2618,0.1573,0.9427,0.9427,-55.9833,-588.8122,-55.9833,-11.4866,-2356.2954,52.0,,,,2.1275,6.9509,12.7184,13.1864,5.3152,1.2747,-55.9833,,,,,,,,,,,
gw-ms-md20-ss49.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss49__multiseed_md20_gps2__predobstrain,852.0,76.0,3.2227,0.1555,0.944,0.944,-46.9312,-645.3967,-46.9312,-11.5403,-2287.3128,52.0,,,,2.1035,6.9201,12.5172,13.1041,4.8804,1.2245,-46.9312,,,,,,,,,,,
gw-ms-md20-ss49.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss49__multiseed_md20_gps3__predobstrain,852.0,76.0,3.2581,0.1572,0.9428,0.9428,-49.3845,-722.4127,-49.3845,-12.0022,-2341.3481,52.0,,,,2.1226,7.0192,12.6938,13.1295,5.0021,1.2432,-49.3845,,,,,,,,,,,
gw-ms-md20-ss50.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss50__multiseed_md20_gps1__predobstrain,852.0,76.0,3.7437,0.161,0.9179,0.9179,-19.5231,-917.3991,-19.5231,-3.6862,-3798.8289,52.0,,,,2.3452,8.0298,13.1749,13.4696,3.5572,1.1466,-19.5231,,,,,,,,,,,
gw-ms-md20-ss50.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss50__multiseed_md20_gps2__predobstrain,852.0,76.0,3.7411,0.1609,0.918,0.918,-23.5326,-915.4726,-23.5326,-4.4238,-3817.78,52.0,,,,2.3521,7.9947,13.2416,13.5258,3.5814,1.1671,-23.5326,,,,,,,,,,,
gw-ms-md20-ss50.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss50__multiseed_md20_gps3__predobstrain,852.0,76.0,3.7384,0.1608,0.9181,0.9181,-23.701,-940.9204,-23.701,-4.3793,-3792.0619,52.0,,,,2.3498,7.9444,13.2071,13.584,3.5682,1.1397,-23.701,,,,,,,,,,,
gw-ms-md20-ss51.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss51__multiseed_md20_gps1__predobstrain,852.0,76.0,3.7736,0.1861,0.913,0.913,-57.1575,-501.3658,-57.1575,-7.7614,-4622.5477,52.0,,,,2.5137,8.2731,12.8962,13.5045,6.6515,1.5846,-57.1575,,,,,,,,,,,
gw-ms-md20-ss51.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss51__multiseed_md20_gps2__predobstrain,852.0,76.0,3.7642,0.1857,0.9134,0.9134,-54.7337,-476.8306,-54.7337,-7.6475,-4610.752,52.0,,,,2.5039,8.6721,12.6808,13.3733,6.5129,1.5834,-54.7337,,,,,,,,,,,
gw-ms-md20-ss51.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md20_f95_ss51__multiseed_md20_gps3__predobstrain,852.0,76.0,3.7563,0.1853,0.9137,0.9137,-63.8518,-450.438,-63.8518,-8.0551,-4642.3732,52.0,,,,2.4987,8.6754,12.95,13.3324,6.5501,1.6519,-63.8518,,,,,,,,,,,
gw-ms-md30-f80-ss42.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f80_ss42__multiseed_md30_gps1__predobstrain,852.0,76.0,5.5474,0.1951,0.8848,0.8848,-174.6668,-1237.181,-174.6668,-17.5748,-4089.1414,208.0,,,,3.686,10.7889,20.5834,30.0832,9.1575,2.6926,-174.6668,,,,,,,,,,,
gw-ms-md30-f80-ss42.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f80_ss42__multiseed_md30_gps2__predobstrain,852.0,76.0,5.5152,0.194,0.8862,0.8862,-171.9423,-1212.3164,-171.9423,-17.4193,-4046.5887,208.0,,,,3.6668,10.8083,20.3559,28.6561,8.933,2.6816,-171.9423,,,,,,,,,,,
gw-ms-md30-f80-ss42.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f80_ss42__multiseed_md30_gps3__predobstrain,852.0,76.0,5.5563,0.1954,0.8845,0.8845,-174.7262,-1251.1062,-174.7262,-18.024,-4110.1394,208.0,,,,3.6877,10.8035,20.6029,30.2108,9.2582,2.6967,-174.7262,,,,,,,,,,,
gw-ms-md30-f90-ss42.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f90_ss42__multiseed_md30_gps1__predobstrain,852.0,76.0,3.9666,0.1437,0.9363,0.9363,-29.3067,-548.8111,-29.3067,-3.1554,-2057.2462,104.0,,,,2.3149,9.1167,15.4161,20.9754,4.5722,1.1024,-29.3067,,,,,,,,,,,
gw-ms-md30-f90-ss42.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f90_ss42__multiseed_md30_gps2__predobstrain,852.0,76.0,3.8787,0.1405,0.9391,0.9391,-27.5421,-585.2222,-27.5421,-3.5144,-1977.5971,104.0,,,,2.2588,8.6857,15.2007,20.4642,4.4709,1.0395,-27.5421,,,,,,,,,,,
gw-ms-md30-f90-ss42.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f90_ss42__multiseed_md30_gps3__predobstrain,852.0,76.0,3.9655,0.1436,0.9363,0.9363,-29.0774,-509.4587,-29.0774,-3.0529,-2048.2006,104.0,,,,2.3154,8.9361,15.2127,21.0045,4.5881,1.1189,-29.0774,,,,,,,,,,,
gw-pc-md30-ss42.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss42__coloc_pilot__predobstrain,852.0,76.0,3.1432,0.1238,0.9559,0.9559,-13.8916,-227.9344,-13.8916,-2.72,-2607.1487,52.0,,,,1.7606,6.7289,12.6073,13.7754,2.691,0.6066,-13.8916,,,,,,,,,,,
dcpl_wk_md30_ss42.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss42__ms_wk__predobstrain,3696.0,240.0,3.1277,0.1231,0.9563,0.9563,-14.1433,-238.1075,-14.1433,-2.8797,-2713.0104,52.0,,,,1.7671,6.7133,12.4763,13.2631,2.724,0.5843,-14.1433,,,,,,,,,,,
gw-ms-md30-ss42.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss42__multiseed_md30_gps1__predobstrain,852.0,76.0,3.1256,0.1231,0.9564,0.9564,-14.1811,-247.7061,-14.1811,-3.4549,-2591.4979,52.0,,,,1.7689,6.7135,12.4501,13.5792,2.6986,0.5926,-14.1811,,,,,,,,,,,
gw-ms-md30-ss42.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss42__multiseed_md30_gps2__predobstrain,852.0,76.0,3.1229,0.123,0.9564,0.9564,-13.9678,-244.4163,-13.9678,-2.9848,-2575.5973,52.0,,,,1.7663,6.7162,12.3102,12.8825,2.7277,0.5908,-13.9678,,,,,,,,,,,
gw-ms-md30-ss42.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss42__multiseed_md30_gps3__predobstrain,852.0,76.0,3.13,0.1233,0.9562,0.9562,-16.6165,-234.7937,-16.6165,-3.203,-2620.7252,52.0,,,,1.765,6.7183,12.4945,13.5981,2.7834,0.6,-16.6165,,,,,,,,,,,
gw-pc-md30-ss43.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss43__coloc_pilot__predobstrain,852.0,76.0,5.1451,0.179,0.9131,0.9131,-35.8797,-277.4923,-35.8797,-5.3058,-1684.3491,52.0,,,,2.6352,11.0449,25.7203,26.5202,4.5982,0.9618,-35.8797,,,,,,,,,,,
gw-ms-md30-ss43.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss43__multiseed_md30_gps1__predobstrain,852.0,76.0,5.1807,0.1802,0.9119,0.9119,-38.3979,-281.1149,-38.3979,-5.7212,-1705.7796,52.0,,,,2.6594,11.3269,25.6466,26.5539,4.6225,0.931,-38.3979,,,,,,,,,,,
gw-ms-md30-ss43.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss43__multiseed_md30_gps2__predobstrain,852.0,76.0,5.1658,0.1797,0.9124,0.9124,-34.4912,-275.6498,-34.4912,-5.6534,-1702.6086,52.0,,,,2.6497,11.2307,25.8471,26.4202,4.4677,1.0076,-34.4912,,,,,,,,,,,
gw-ms-md30-ss43.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss43__multiseed_md30_gps3__predobstrain,852.0,76.0,5.1664,0.1797,0.9124,0.9124,-36.7503,-282.1354,-36.7503,-5.3279,-1716.8176,52.0,,,,2.6545,11.1364,25.8335,26.466,4.5237,0.9574,-36.7503,,,,,,,,,,,
gw-pc-md30-ss44.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss44__coloc_pilot__predobstrain,852.0,76.0,2.6226,0.0937,0.9737,0.9737,-15.6313,-98.8581,-15.6313,-4.1018,-412.8745,52.0,,,,1.5049,5.0433,12.5323,13.7102,3.1956,0.74,-15.6313,,,,,,,,,,,
gw-ms-md30-ss44.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss44__multiseed_md30_gps1__predobstrain,852.0,76.0,2.6678,0.0953,0.9728,0.9728,-14.7976,-100.5446,-14.7976,-3.6809,-419.654,52.0,,,,1.5251,4.898,13.0358,14.1591,3.1637,0.7521,-14.7976,,,,,,,,,,,
gw-ms-md30-ss44.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss44__multiseed_md30_gps2__predobstrain,852.0,76.0,2.6374,0.0942,0.9734,0.9734,-15.1329,-102.6493,-15.1329,-3.9048,-415.8458,52.0,,,,1.5131,4.9905,12.4782,13.9726,3.2021,0.738,-15.1329,,,,,,,,,,,
gw-ms-md30-ss44.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss44__multiseed_md30_gps3__predobstrain,852.0,76.0,2.6463,0.0945,0.9733,0.9733,-17.8089,-102.3882,-17.8089,-3.9107,-416.0086,52.0,,,,1.5192,5.0332,12.4792,14.8135,3.0807,0.7549,-17.8089,,,,,,,,,,,
gw-pc-md30-ss45.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss45__coloc_pilot__predobstrain,852.0,76.0,2.3403,0.0871,0.9809,0.9809,-16.6243,-216.3589,-16.6243,-2.1966,-397.3415,52.0,,,,1.6145,5.437,6.2681,8.2388,3.3457,1.0244,-16.6243,,,,,,,,,,,
gw-ms-md30-ss45.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss45__multiseed_md30_gps1__predobstrain,852.0,76.0,2.3242,0.0865,0.9811,0.9811,-17.8379,-216.9378,-17.8379,-2.6062,-386.6285,52.0,,,,1.6052,5.4346,6.4201,7.1451,3.4589,0.998,-17.8379,,,,,,,,,,,
gw-ms-md30-ss45.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss45__multiseed_md30_gps2__predobstrain,852.0,76.0,2.3623,0.0879,0.9805,0.9805,-17.6399,-214.3456,-17.6399,-2.3361,-399.4108,52.0,,,,1.6272,5.4787,6.3758,8.5088,3.4399,1.032,-17.6399,,,,,,,,,,,
gw-ms-md30-ss45.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss45__multiseed_md30_gps3__predobstrain,852.0,76.0,2.3872,0.0889,0.9801,0.9801,-16.9064,-215.8846,-16.9064,-2.6399,-407.4281,52.0,,,,1.6464,5.4961,6.5864,8.676,3.4603,1.0445,-16.9064,,,,,,,,,,,
gw-pc-md30-ss46.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss46__coloc_pilot__predobstrain,852.0,76.0,5.2272,0.2073,0.8757,0.8757,-31.0604,-580.7837,-31.0604,-5.1056,-1113.8266,52.0,,,,2.9961,10.1621,25.8461,26.6972,4.3553,1.2961,-31.0604,,,,,,,,,,,
gw-ms-md30-ss46.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss46__multiseed_md30_gps1__predobstrain,852.0,76.0,5.241,0.2079,0.875,0.875,-35.2926,-618.2193,-35.2926,-5.2467,-1145.3581,52.0,,,,3.0257,10.3538,25.7479,26.6096,4.4636,1.2825,-35.2926,,,,,,,,,,,
gw-ms-md30-ss46.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss46__multiseed_md30_gps2__predobstrain,852.0,76.0,5.2495,0.2082,0.8746,0.8746,-36.0365,-628.7701,-36.0365,-5.2198,-1163.9222,52.0,,,,3.0319,10.3418,25.6919,26.4288,4.4228,1.2661,-36.0365,,,,,,,,,,,
gw-ms-md30-ss46.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss46__multiseed_md30_gps3__predobstrain,852.0,76.0,5.1852,0.2057,0.8777,0.8777,-28.8893,-565.4551,-28.8893,-4.8794,-1098.4099,52.0,,,,2.9619,10.0757,25.7648,26.4303,4.277,1.2738,-28.8893,,,,,,,,,,,
gw-ms-md30-ss47.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss47__multiseed_md30_gps1__predobstrain,852.0,76.0,2.3701,0.0852,0.9778,0.9778,-25.3612,-250.7315,-25.3612,-2.6461,-777.9458,52.0,,,,1.6438,4.8968,8.1003,9.1831,3.6898,0.8601,-25.3612,,,,,,,,,,,
gw-ms-md30-ss47.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss47__multiseed_md30_gps2__predobstrain,852.0,76.0,2.3455,0.0843,0.9783,0.9783,-23.491,-245.5768,-23.491,-2.3693,-762.9066,52.0,,,,1.6256,4.8746,7.8736,8.6564,3.6626,0.8664,-23.491,,,,,,,,,,,
gw-ms-md30-ss47.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss47__multiseed_md30_gps3__predobstrain,852.0,76.0,2.3309,0.0838,0.9786,0.9786,-26.1326,-255.0303,-26.1326,-2.7946,-746.7651,52.0,,,,1.6205,4.886,7.3587,9.5348,3.631,0.8486,-26.1326,,,,,,,,,,,
gw-ms-md30-ss48.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss48__multiseed_md30_gps1__predobstrain,852.0,76.0,1.861,0.0903,0.9852,0.9852,-18.0725,-96.4684,-18.0725,-4.9711,-195.079,52.0,,,,1.2563,4.2293,6.7601,9.3437,3.4285,0.7807,-18.0725,,,,,,,,,,,
gw-ms-md30-ss48.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss48__multiseed_md30_gps2__predobstrain,852.0,76.0,1.8482,0.0897,0.9854,0.9854,-17.0815,-94.041,-17.0815,-4.9349,-192.0564,52.0,,,,1.2554,4.2289,6.6429,8.7521,3.5485,0.7821,-17.0815,,,,,,,,,,,
gw-ms-md30-ss48.log,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md30_f95_ss48__multiseed_md30_gps3__predobstrain,852.0,76.0,1.8456,0.0896,0.9854,0.9854,-17.799,-101.8604,-17.799,-4.8155,-193.4611,52.0,,,,1.2469,4.216,6.8905,8.6895,3.3425,0.7754,-17.799,,,,,,,,,,,
