log,run,valid_pairs,skipped,RMSE,nRMSE,NSE_pooled,NSE,NSE_id_median,NSE_id_p25,NSE_id_p50,NSE_id_p75,NSE_id_mean,NSE_id_count,NSE_hw,RMSE_hw,nRMSE_hw,MAE,AbsErr_P95,AbsErr_P99,AbsErr_Max,nRMSE_pw,RMSE_pw,NSE_pw,n_dates,n_train_wells,n_holdout_wells,dkl_latent_dims,dkl_train_steps,gp_ls,gp_os,gp_noise,dkl_best_mll,y_mean,y_std
gw-feat-ablat-gwlk-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_gwlk_cont_only_gps3__predobstrain,3696.0,240.0,6.6529,0.173,0.9299,0.9299,-46.6964,-468.6595,-46.6964,-4.2776,-2523.8039,208.0,-40.8573,1.0933,4.9593,3.4312,14.1398,30.0456,39.7964,5.1046,1.1033,-46.6964,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_hr_gesp_acf_gps1__predobstrain,3696.0,240.0,8.3172,0.2163,0.8904,0.8904,-61.33,-830.6206,-61.33,-5.2013,-4842.0107,208.0,,,,4.3156,17.5138,35.698,57.3369,5.9629,1.4273,-61.33,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_hr_gesp_acf_gps2__predobstrain,3696.0,240.0,8.3332,0.2167,0.89,0.89,-65.7021,-852.5934,-65.7021,-5.1852,-4855.8943,208.0,,,,4.3306,17.6513,35.7899,56.2389,5.9685,1.4475,-65.7021,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_hr_gesp_acf_gps3__predobstrain,3696.0,240.0,8.2895,0.2156,0.8912,0.8912,-60.4557,-840.3421,-60.4557,-5.0834,-4820.1503,208.0,,,,4.3043,17.6133,35.8696,56.654,5.9831,1.4383,-60.4557,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_hydroraum_gespannt_gps1__predobstrain,3696.0,240.0,8.4324,0.2193,0.8874,0.8874,-34.109,-522.9499,-34.109,-6.7749,-2947.4426,208.0,,,,4.1216,19.9757,33.2957,58.3587,4.6009,1.0663,-34.109,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_hydroraum_gespannt_gps2__predobstrain,3696.0,240.0,8.5204,0.2216,0.885,0.885,-36.7202,-620.0379,-36.7202,-6.2811,-2968.8759,208.0,,,,4.1714,20.1503,33.7073,58.8055,4.4778,1.0857,-36.7202,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_hydroraum_gespannt_gps3__predobstrain,3696.0,240.0,8.5879,0.2233,0.8832,0.8832,-39.3314,-627.7651,-39.3314,-6.6484,-3006.2394,208.0,,,,4.2004,20.2687,34.0697,58.2385,4.5424,1.083,-39.3314,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_hydroraum_only_gps1__predobstrain,3696.0,240.0,7.9999,0.208,0.8986,0.8986,-32.3277,-526.1001,-32.3277,-4.1677,-2651.9858,208.0,,,,3.8531,18.1857,31.4923,55.8317,4.4601,1.0041,-32.3277,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_hydroraum_only_gps2__predobstrain,3696.0,240.0,8.0561,0.2095,0.8972,0.8972,-33.528,-527.0748,-33.528,-3.566,-2675.0433,208.0,,,,3.8869,17.9957,31.6907,55.5391,4.5596,0.9963,-33.528,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_hydroraum_only_gps3__predobstrain,3696.0,240.0,8.1787,0.2127,0.8941,0.8941,-35.2323,-533.0124,-35.2323,-4.2699,-2745.4065,208.0,,,,3.9419,18.1022,31.4557,56.0387,4.4921,0.9851,-35.2323,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_pr1lag_only_gps1__predobstrain,3696.0,240.0,10.8451,0.282,0.8137,0.8137,-31.1379,-715.15,-31.1379,-6.464,-5605.1974,208.0,,,,4.5131,19.0776,65.2374,79.8211,4.3777,1.131,-31.1379,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_pr1lag_only_gps2__predobstrain,3696.0,240.0,10.6767,0.2777,0.8195,0.8195,-29.0919,-656.0499,-29.0919,-4.5401,-5391.4364,208.0,,,,4.4409,19.0941,62.9437,79.6391,4.1083,1.0485,-29.0919,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_pr1lag_only_gps3__predobstrain,3696.0,240.0,11.0585,0.2876,0.8063,0.8063,-31.9484,-683.882,-31.9484,-6.947,-5892.297,208.0,,,,4.6005,19.8523,66.9487,79.8171,4.2503,1.1128,-31.9484,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_pr52lag_only_gps1__predobstrain,3696.0,240.0,11.0063,0.2862,0.8082,0.8082,-33.8323,-710.8693,-33.8323,-3.6183,-6476.3576,208.0,,,,4.5814,21.0175,66.7363,79.6774,4.2024,1.1108,-33.8323,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_pr52lag_only_gps2__predobstrain,3696.0,240.0,11.129,0.2894,0.8038,0.8038,-38.1252,-684.9927,-38.1252,-4.2786,-6651.5576,208.0,,,,4.651,21.6712,67.3386,79.6898,4.3467,1.0772,-38.1252,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_pr52lag_only_gps3__predobstrain,3696.0,240.0,11.4271,0.2972,0.7932,0.7932,-41.1712,-697.828,-41.1712,-4.9714,-7064.4278,208.0,,,,4.7946,22.3918,68.8609,80.0879,4.7548,1.0766,-41.1712,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_pr52xcorr_only_gps1__predobstrain,3696.0,240.0,8.8929,0.2313,0.8748,0.8748,-78.7776,-1113.913,-78.7776,-12.1276,-3202.1978,208.0,,,,4.4255,17.2609,43.114,60.3195,6.4743,1.7115,-78.7776,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_pr52xcorr_only_gps2__predobstrain,3696.0,240.0,9.2824,0.2414,0.8635,0.8635,-68.6308,-1183.6764,-68.6308,-12.3295,-3466.3984,208.0,,,,4.5799,17.4569,43.8078,64.7248,6.4201,1.8466,-68.6308,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_pr52xcorr_only_gps3__predobstrain,3696.0,240.0,9.1089,0.2369,0.8686,0.8686,-70.6407,-1118.8051,-70.6407,-12.4696,-3344.0354,208.0,,,,4.5108,17.4046,43.7085,63.1881,6.4939,1.7783,-70.6407,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_acf_gps1__predobstrain,3696.0,240.0,7.4067,0.1926,0.9131,0.9131,-86.6295,-817.3618,-86.6295,-13.9678,-4601.1686,208.0,,,,4.1529,16.5586,33.4637,40.8079,7.1512,1.8336,-86.6295,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_acf_gps2__predobstrain,3696.0,240.0,7.4532,0.1938,0.912,0.912,-92.2474,-828.1788,-92.2474,-14.8822,-4666.6617,208.0,,,,4.1826,16.3119,33.9605,41.303,7.2544,1.8075,-92.2474,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_acf_gps3__predobstrain,3696.0,240.0,7.4077,0.1926,0.9131,0.9131,-93.3684,-817.8794,-93.3684,-14.1231,-4582.901,208.0,,,,4.1606,16.632,33.5656,41.0068,7.3091,1.7863,-93.3684,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_fok_fuk_gps1__predobstrain,3696.0,240.0,7.7637,0.2019,0.9045,0.9045,-58.9592,-623.7269,-58.9592,-7.732,-4034.7698,208.0,,,,4.005,14.558,31.8299,54.9024,5.7801,1.4135,-58.9592,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_fok_fuk_gps2__predobstrain,3696.0,240.0,7.8609,0.2044,0.9021,0.9021,-58.6865,-610.5024,-58.6865,-7.6931,-4168.6034,208.0,,,,4.0523,14.6406,32.1236,55.2631,5.5823,1.4735,-58.6865,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_fok_fuk_gps3__predobstrain,3696.0,240.0,7.8606,0.2044,0.9021,0.9021,-60.5789,-639.5904,-60.5789,-7.8392,-4151.9072,208.0,,,,4.0463,14.6332,32.1272,55.9418,5.5531,1.4147,-60.5789,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_fok_gps1__predobstrain,3696.0,240.0,7.7193,0.2008,0.9056,0.9056,-56.3696,-607.2858,-56.3696,-7.6863,-3966.6289,208.0,,,,3.9903,14.5272,31.8368,54.962,5.8256,1.4181,-56.3696,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_fok_gps2__predobstrain,3696.0,240.0,7.8218,0.2034,0.9031,0.9031,-58.7958,-557.8779,-58.7958,-7.4383,-4106.893,208.0,,,,4.0399,14.6246,32.1434,55.223,5.7426,1.4471,-58.7958,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_fok_gps3__predobstrain,3696.0,240.0,7.8171,0.2033,0.9032,0.9032,-58.8305,-604.6144,-58.8305,-8.2137,-4087.2328,208.0,,,,4.0326,14.6481,32.0894,56.2149,5.5457,1.4432,-58.8305,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_fuk_gps1__predobstrain,3696.0,240.0,7.7987,0.2028,0.9037,0.9037,-59.5937,-625.1407,-59.5937,-8.0703,-4097.4032,208.0,,,,4.0134,14.59,31.9351,55.091,5.919,1.4142,-59.5937,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_fuk_gps2__predobstrain,3696.0,240.0,7.8975,0.2054,0.9012,0.9012,-56.2145,-604.8313,-56.2145,-8.0434,-4232.5299,208.0,,,,4.0608,14.6804,32.0943,55.3542,5.6614,1.455,-56.2145,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_fuk_gps3__predobstrain,3696.0,240.0,7.896,0.2053,0.9013,0.9013,-62.8376,-632.5533,-62.8376,-8.1845,-4213.0258,208.0,,,,4.0547,14.6721,32.3686,56.1025,5.6893,1.4045,-62.8376,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_gespannt_gps1__predobstrain,3696.0,240.0,6.3884,0.1661,0.9354,0.9354,-59.5953,-661.2107,-59.5953,-9.5728,-2323.6167,208.0,,,,3.6622,13.956,25.0368,37.797,6.4978,1.5639,-59.5953,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_gespannt_gps2__predobstrain,3696.0,240.0,6.5217,0.1696,0.9326,0.9326,-62.3534,-691.9127,-62.3534,-9.9372,-2362.8924,208.0,,,,3.7083,14.4912,24.9735,39.9347,6.3599,1.5895,-62.3534,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_gespannt_gps3__predobstrain,3696.0,240.0,6.489,0.1688,0.9333,0.9333,-60.273,-667.3318,-60.273,-10.596,-2373.9238,208.0,,,,3.7027,14.4848,25.1937,38.5815,6.4004,1.5883,-60.273,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_hr_gesp_acf_gps1__predobstrain,3696.0,240.0,8.5981,0.2236,0.8829,0.8829,-76.7544,-1037.2926,-76.7544,-10.0953,-5178.9087,208.0,,,,4.6685,19.6981,33.9045,56.2038,6.8901,1.7555,-76.7544,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_hr_gesp_acf_gps2__predobstrain,3696.0,240.0,8.5884,0.2234,0.8832,0.8832,-81.3853,-1059.1879,-81.3853,-10.9211,-5144.4253,208.0,,,,4.676,19.6664,33.7119,54.8203,6.9128,1.753,-81.3853,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_hr_gesp_acf_gps3__predobstrain,3696.0,240.0,8.5615,0.2227,0.8839,0.8839,-73.4324,-1021.4435,-73.4324,-10.5934,-5119.8791,208.0,,,,4.6502,19.584,33.8965,56.1381,6.8059,1.7549,-73.4324,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_hydroraum_gespannt_gps1__predobstrain,3696.0,240.0,8.6041,0.2238,0.8828,0.8828,-49.6336,-832.4814,-49.6336,-8.1302,-3742.7846,208.0,,,,4.4486,18.3089,31.8858,56.9358,5.3677,1.4626,-49.6336,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_hydroraum_gespannt_gps2__predobstrain,3696.0,240.0,8.6499,0.225,0.8815,0.8815,-50.3382,-806.7397,-50.3382,-8.7701,-3791.0213,208.0,,,,4.4952,18.3635,32.5631,56.5993,5.8252,1.5082,-50.3382,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_hydroraum_gespannt_gps3__predobstrain,3696.0,240.0,8.6341,0.2245,0.8819,0.8819,-50.1454,-825.927,-50.1454,-8.7495,-3784.0968,208.0,,,,4.4838,18.261,32.0958,57.6533,5.7056,1.5084,-50.1454,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_hydroraum_gps1__predobstrain,3696.0,240.0,8.0249,0.2087,0.898,0.898,-38.75,-571.9109,-38.75,-5.0736,-3468.7905,208.0,,,,4.0431,16.3797,34.0186,55.1686,5.1909,1.1984,-38.75,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_hydroraum_gps2__predobstrain,3696.0,240.0,8.0689,0.2098,0.8969,0.8969,-41.1061,-652.7993,-41.1061,-4.9657,-3519.2503,208.0,,,,4.0807,16.5291,34.0606,55.3803,5.1065,1.2074,-41.1061,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_hydroraum_gps3__predobstrain,3696.0,240.0,8.0656,0.2098,0.897,0.897,-41.3963,-644.1357,-41.3963,-4.9531,-3517.8901,208.0,,,,4.0798,16.5052,34.5935,56.1216,5.1113,1.2062,-41.3963,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_only_gps1__predobstrain,3696.0,240.0,6.0596,0.1576,0.9418,0.9418,-53.9302,-466.9432,-53.9302,-9.2177,-2449.3776,208.0,,,,3.4802,13.2027,22.0574,30.5124,5.7013,1.3966,-53.9302,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_only_gps2__predobstrain,3696.0,240.0,6.1278,0.1594,0.9405,0.9405,-55.1595,-548.5916,-55.1595,-8.7399,-2505.1626,208.0,,,,3.5191,13.5617,22.6227,30.5625,5.7451,1.361,-55.1595,,,,,,,,,,,
gw-feat-ablat-f80-ss47.log,ORACLE_oracle_ablat_rand_f80_ss47__feat_siwa_only_gps3__predobstrain,3696.0,240.0,6.1158,0.159,0.9408,0.9408,-52.2279,-499.7335,-52.2279,-9.1229,-2496.5709,208.0,,,,3.5079,13.4387,23.5994,30.6658,5.7677,1.4254,-52.2279,,,,,,,,,,,
gw-ablat-f90-full-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_coords_only_gps1__predobstrain,3696.0,240.0,5.3875,0.1294,0.9528,0.9528,-103.8398,-686.1694,-103.8398,-6.8784,-1040.0869,104.0,-104.6944,1.9123,7.7067,3.1938,11.6296,17.9968,29.8156,7.614,1.9123,-103.8398,,,,,,,,,,,
gw-feat-ablat-f90-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_coords_only_gps1__predobstrain,3696.0,240.0,7.4215,0.1783,0.9104,0.9104,-23.3983,-329.3614,-23.3983,-3.3418,-4053.9858,104.0,-22.1687,0.9844,3.8183,3.1844,14.753,39.2384,52.3681,4.0314,0.9977,-23.3983,,,,,,,,,,,
gw-feat-ablat-f90-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_coords_only_gps2__predobstrain,3696.0,240.0,7.2615,0.1744,0.9142,0.9142,-20.5829,-319.5416,-20.5829,-3.5677,-3904.7949,104.0,-22.159,0.9646,3.8301,3.1269,14.5208,36.1778,50.2786,3.8063,0.9378,-20.5829,,,,,,,,,,,
gw-feat-ablat-f90-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_coords_only_gps3__predobstrain,3696.0,240.0,7.3611,0.1768,0.9118,0.9118,-21.6519,-326.4098,-21.6519,-3.3241,-4003.8085,104.0,-22.5855,0.9801,3.7908,3.1586,14.9489,37.2167,51.185,3.8934,0.9749,-21.6519,,,,,,,,,,,
gw-feat-ablat-f90-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_gespannt_only_gps1__predobstrain,3696.0,240.0,7.2298,0.1737,0.9149,0.9149,-21.1126,-465.2197,-21.1126,-4.1313,-4142.8218,104.0,-20.9708,0.9817,3.6636,3.2134,14.8389,34.7726,50.6128,3.6243,1.0356,-21.1126,,,,,,,,,,,
gw-ablat-f90-full-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_gespannt_only_gps1__predobstrain,3696.0,240.0,6.8757,0.1652,0.9231,0.9231,-73.0456,-649.5271,-73.0456,-5.1712,-2700.6231,104.0,-73.0343,1.9162,5.9161,3.8359,19.1622,24.9904,32.8866,5.8393,1.9163,-73.0456,,,,,,,,,,,
gw-feat-ablat-f90-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_gespannt_only_gps2__predobstrain,3696.0,240.0,7.0902,0.1703,0.9182,0.9182,-19.3507,-474.9419,-19.3507,-3.2332,-4027.4771,104.0,-19.8726,0.9633,3.6378,3.1617,14.4118,32.1774,49.4968,3.5043,0.9666,-19.3507,,,,,,,,,,,
gw-feat-ablat-f90-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_gespannt_only_gps3__predobstrain,3696.0,240.0,7.1719,0.1723,0.9163,0.9163,-19.261,-458.2589,-19.261,-3.5598,-4099.7494,104.0,-19.7084,0.9188,3.614,3.1765,14.9133,33.3709,49.9186,3.5236,0.967,-19.261,,,,,,,,,,,
gfa_f90_ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_gfa_hydroraum_gps1__predobstrain,3696.0,240.0,8.6722,0.2083,0.8776,0.8776,-94.7126,-1448.6928,-94.7126,-13.6414,-5443.5448,104.0,-94.4536,2.0278,8.1039,4.9452,19.297,32.8446,39.1785,8.0265,2.0224,-94.7126,,,,,,,,,,,
gfa_f90_ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_gfa_only_gps1__predobstrain,3696.0,240.0,7.2815,0.1749,0.9137,0.9137,-99.2181,-855.6059,-99.2181,-15.6343,-1932.0459,104.0,-103.2146,1.9491,7.8876,4.2723,13.8722,24.6597,40.3578,7.868,1.9486,-99.2181,,,,,,,,,,,
gw-ablat-f90-full-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_hydroraum_gespannt_gps1__predobstrain,3696.0,240.0,5.6205,0.135,0.9486,0.9486,-36.9325,-404.18,-36.9325,-6.5607,-2400.5366,104.0,-37.5236,1.1249,4.7776,2.9582,15.038,20.6955,27.6765,4.7651,1.1244,-36.9325,,,,,,,,,,,
gw-feat-ablat-f90-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_hydroraum_only_gps1__predobstrain,3696.0,240.0,7.1402,0.1715,0.917,0.917,-34.4047,-320.8511,-34.4047,-5.1676,-3658.2346,104.0,-27.1483,1.0716,4.1617,3.3005,17.5004,27.3056,46.5036,4.2744,1.1418,-34.4047,,,,,,,,,,,
gw-ablat-f90-full-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_hydroraum_only_gps1__predobstrain,3696.0,240.0,4.9197,0.1182,0.9606,0.9606,-31.5366,-227.8586,-31.5366,-5.0896,-2012.1188,104.0,-31.435,1.0788,4.227,2.5495,13.0696,17.9294,26.2741,4.1609,1.0789,-31.5366,,,,,,,,,,,
gw-feat-ablat-f90-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_hydroraum_only_gps2__predobstrain,3696.0,240.0,7.0713,0.1699,0.9186,0.9186,-28.5898,-289.9036,-28.5898,-4.6114,-3564.0502,104.0,-27.9168,1.0578,4.1626,3.2613,17.1489,27.3429,45.9338,4.2335,1.1279,-28.5898,,,,,,,,,,,
gw-feat-ablat-f90-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_hydroraum_only_gps3__predobstrain,3696.0,240.0,7.0684,0.1698,0.9187,0.9187,-32.6334,-327.4754,-32.6334,-4.2443,-3570.1063,104.0,-27.7425,1.0543,4.0539,3.2737,17.4331,29.7064,47.8785,4.1483,1.1384,-32.6334,,,,,,,,,,,
gw-feat-ablat-f90-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_pr52lag_only_gps1__predobstrain,3696.0,240.0,12.2714,0.2948,0.755,0.755,-34.8732,-382.9088,-34.8732,-3.6263,-11789.9813,104.0,-31.7678,1.0709,4.3625,4.5232,16.4559,70.7905,91.0559,4.522,1.0905,-34.8732,,,,,,,,,,,
gw-feat-ablat-f90-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_pr52lag_only_gps2__predobstrain,3696.0,240.0,12.0915,0.2905,0.7621,0.7621,-36.9057,-396.981,-36.9057,-3.0874,-11379.5638,104.0,-31.2465,1.0365,4.3395,4.4261,15.3448,67.9947,91.0515,4.5951,1.0123,-36.9057,,,,,,,,,,,
gw-feat-ablat-f90-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_pr52lag_only_gps3__predobstrain,3696.0,240.0,12.0125,0.2886,0.7652,0.7652,-37.8685,-383.1511,-37.8685,-3.5736,-11194.4705,104.0,-31.6037,1.0561,4.319,4.3851,15.3157,66.3275,91.0537,4.5779,1.0664,-37.8685,,,,,,,,,,,
gw-ablat-f90-full-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_siwa_gespannt_gps1__predobstrain,3696.0,240.0,7.5618,0.1816,0.907,0.907,-125.9203,-906.2861,-125.9203,-19.7964,-4382.1435,104.0,-122.7027,1.9906,8.5085,4.4936,18.6518,27.2598,34.1107,8.4644,1.9964,-125.9203,,,,,,,,,,,
gw-ablat-f90-full-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_siwa_hydroraum_gespannt_gps1__predobstrain,3696.0,240.0,8.321,0.1999,0.8873,0.8873,-109.783,-1267.23,-109.783,-18.2658,-3818.4364,104.0,-107.4015,2.1348,8.2605,5.03,18.0554,30.523,34.9524,8.194,2.1412,-109.783,,,,,,,,,,,
gw-ablat-f90-full-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_siwa_hydroraum_gps1__predobstrain,3696.0,240.0,7.5713,0.1819,0.9067,0.9067,-73.5503,-1047.0536,-73.5503,-8.9909,-3139.8892,104.0,-75.7761,1.8042,6.8263,4.248,18.0776,30.8227,36.7858,6.7732,1.8039,-73.5503,,,,,,,,,,,
gw-ablat-f90-full-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_siwa_only_gps1__predobstrain,3696.0,240.0,6.9175,0.1662,0.9221,0.9221,-102.7725,-1201.1875,-102.7725,-16.858,-3180.4284,104.0,-102.1105,2.0146,7.7064,4.1636,17.9484,24.458,29.8552,7.567,2.018,-102.7725,,,,,,,,,,,
gw-feat-ablat-f90-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_siwa_only_gps1__predobstrain,3696.0,240.0,6.4681,0.1554,0.9319,0.9319,-31.312,-422.0549,-31.312,-6.2493,-3622.9421,104.0,-28.9995,0.9984,4.1796,3.0874,12.7919,27.1152,43.8495,4.489,1.0461,-31.312,,,,,,,,,,,
gw-feat-ablat-f90-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_siwa_only_gps2__predobstrain,3696.0,240.0,6.4974,0.1561,0.9313,0.9313,-29.7228,-319.7786,-29.7228,-5.6498,-3658.0914,104.0,-29.1685,0.983,4.2579,3.0844,12.7238,27.4834,43.1197,4.4058,1.0123,-29.7228,,,,,,,,,,,
gw-feat-ablat-f90-rand-ss42.log,ORACLE_oracle_ablat_rand_f90_ss42__feat_siwa_only_gps3__predobstrain,3696.0,240.0,6.4608,0.1552,0.9321,0.9321,-32.1324,-337.5892,-32.1324,-5.8187,-3620.2764,104.0,-28.7549,0.9986,4.1298,3.0814,12.6872,27.7362,43.894,4.4134,1.0732,-32.1324,,,,,,,,,,,
gw-ablat-f90-full-rand-ss43.log,ORACLE_oracle_ablat_rand_f90_ss43__feat_coords_only_gps1__predobstrain,3696.0,240.0,5.5536,0.1739,0.9519,0.9519,-52.013,-573.9676,-52.013,-5.1056,-1734.8167,104.0,-51.4983,1.4807,5.1879,3.26,13.0161,23.223,23.9462,5.0293,1.4811,-52.013,,,,,,,,,,,
gw-feat-ablat-f90-rand-ss43.log,ORACLE_oracle_ablat_rand_f90_ss43__feat_coords_only_gps1__predobstrain,3696.0,240.0,7.8077,0.2445,0.905,0.905,-21.6796,-590.6614,-21.6796,-0.6883,-2739.2431,104.0,-19.1726,1.0325,3.7427,3.4752,13.8855,27.2505,61.4332,3.7338,1.0635,-21.6796,,,,,,,,,,,
gw-feat-ablat-f90-rand-ss43.log,ORACLE_oracle_ablat_rand_f90_ss43__feat_gespannt_only_gps1__predobstrain,3696.0,240.0,7.4861,0.2344,0.9126,0.9126,-28.6153,-617.8858,-28.6153,-1.3073,-3043.2123,104.0,-25.9374,1.0157,3.8095,3.5805,15.0887,22.0975,57.7956,3.773,0.9868,-28.6153,,,,,,,,,,,
gw-ablat-f90-full-rand-ss43.log,ORACLE_oracle_ablat_rand_f90_ss43__feat_gespannt_only_gps1__predobstrain,3696.0,240.0,7.4788,0.2342,0.9128,0.9128,-71.0892,-999.1456,-71.0892,-5.4023,-2651.7552,104.0,-71.6537,1.6689,6.3382,3.9444,14.5644,26.2267,50.1838,6.2426,1.6683,-71.0892,,,,,,,,,,,
