rmse_pooled_m,mae_pooled_m,rmse_mean_pw_m,rmse_median_pw_m,iqr_mean_pw_m,iqr_median_pw_m,nrmse_pw,n_wells,n_rows,tag
4.7381,2.4896,2.5037,1.0882,0.2797,0.24,4.1691,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v3_t010__predobstrain
4.6078,2.3475,2.3984,0.9598,0.2797,0.24,4.1744,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v3_t003__predobstrain
4.9032,2.445,2.4722,0.9045,0.2797,0.24,4.2343,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v3_t001__predobstrain
3.9266,2.3042,2.543,1.5024,0.4039,0.325,4.3193,52,444992,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_test52_decoupled__decoupled_full_hist_hr_gespannt_pt1000__predobstrain
4.7041,2.4326,2.4582,0.9825,0.2391,0.19,4.4097,52,44304,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_test52_decoupled__feat_hr_gespannt_p1l_p1x_p52x__predobstrain
9.0951,3.5601,4.022,1.4946,0.4039,0.325,4.5601,52,444992,GRU_FCOV_oracle_rmd90_test52__oracle_feat__fok__predobstrain
9.1609,3.5822,4.0638,1.5302,0.4039,0.325,4.5692,52,444992,GRU_FCOV_oracle_rmd90_test52__oracle_feat__fok_fuk__predobstrain
9.0999,3.5778,4.0675,1.533,0.4039,0.325,4.595,52,444992,GRU_FCOV_oracle_rmd90_test52__oracle_feat__fuk__predobstrain
8.4379,3.6388,3.9646,1.8239,0.4039,0.325,4.6402,52,444992,GRU_FCOV_oracle_rmd90_test52__oracle_feat__siwa_fok__predobstrain
5.1142,2.7065,2.7309,0.9121,0.2391,0.19,4.7594,52,44304,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_test52_decoupled__feat_hr_gespannt_p1l_p1x_p52l_p52x__predobstrain
8.3687,3.6471,3.9796,1.8641,0.4039,0.325,4.7604,52,444992,GRU_FCOV_oracle_rmd90_test52__oracle_feat__siwa_fuk__predobstrain
8.2965,3.5908,3.922,1.8358,0.4039,0.325,4.8015,52,444992,GRU_FCOV_oracle_rmd90_test52__oracle_feat__siwa_fok_fuk__predobstrain
5.8467,3.1713,3.7323,1.8782,0.4039,0.325,4.8043,52,444992,GRU_FCOV_oracle_rmd90_test52__oracle_feat__pr52xcorr__predobstrain
4.7304,2.57,2.5894,1.008,0.2391,0.19,4.8244,52,44304,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_test52_decoupled__feat_hr_gespannt_p1x_p52l_p52x__predobstrain
4.3636,2.4117,2.4376,0.9881,0.2391,0.19,4.9928,52,44304,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_test52_decoupled__feat_hr_gespannt_p1x_p52x__predobstrain
4.7357,2.3638,2.3838,1.1953,0.2797,0.24,5.1028,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_add_features_v1__predobstrain
5.111,2.7951,2.8093,1.2227,0.2797,0.24,5.1253,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v3_t002__predobstrain
2.9613,2.0171,2.0382,1.2306,0.1963,0.165,5.1333,52,44304,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_rmd5_decoupled__feat_gok_gespannt__predobstrain
5.1089,2.6914,2.737,1.2452,0.2797,0.24,5.3839,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v3_t007__predobstrain
5.2097,2.868,2.8815,1.304,0.2797,0.24,5.5803,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_stability_v1_t004__predobstrain
5.2097,2.868,2.8815,1.304,0.2797,0.24,5.5803,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_stability_v1_t002__predobstrain
5.2097,2.868,2.8815,1.304,0.2797,0.24,5.5803,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_stability_v1_t005__predobstrain
5.2097,2.868,2.8815,1.304,0.2797,0.24,5.5803,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_stability_v1_t008__predobstrain
5.2097,2.868,2.8815,1.304,0.2797,0.24,5.5803,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_stability_v1_t006__predobstrain
5.2097,2.868,2.8815,1.304,0.2797,0.24,5.5803,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_stability_v1_t007__predobstrain
5.2097,2.868,2.8815,1.304,0.2797,0.24,5.5803,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_stability_v1_t001__predobstrain
5.2097,2.868,2.8815,1.304,0.2797,0.24,5.5803,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_stability_v1_t003__predobstrain
6.254,3.7762,3.7895,1.0361,0.1963,0.165,5.5993,52,44304,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_rmd5_decoupled__feat_gespannt__predobstrain
7.9726,4.1379,4.1571,1.011,0.1963,0.165,5.7096,52,44304,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_rmd5_decoupled__feat_hydroraum__predobstrain
5.2161,2.8762,2.8881,1.3189,0.2797,0.24,5.7478,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_oracle_diag_p100__predobstrain
5.2161,2.8762,2.8881,1.3189,0.2797,0.24,5.7478,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_oracle_diag_p0__predobstrain
5.2702,2.9199,2.9337,1.2967,0.2797,0.24,5.8941,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v3_t004__predobstrain
6.5646,3.7611,3.7729,0.9365,0.1963,0.165,5.9129,52,44304,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_rmd5_decoupled__decoupled_rmd5__predobstrain
5.4984,3.0828,3.0961,1.4649,0.2797,0.24,6.0961,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v2_t004__predobstrain
5.4984,3.0828,3.0961,1.4649,0.2797,0.24,6.0961,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v2_t012__predobstrain
5.4984,3.0828,3.0961,1.4649,0.2797,0.24,6.0961,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v2_t006__predobstrain
5.4984,3.0828,3.0962,1.465,0.2797,0.24,6.0964,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_pretrain_effect_v2_t006__predobstrain
5.4984,3.0828,3.0962,1.465,0.2797,0.24,6.0964,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_pretrain_effect_v2_t009__predobstrain
5.4984,3.0828,3.0962,1.465,0.2797,0.24,6.0964,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_pretrain_effect_v2_t010__predobstrain
5.4984,3.0828,3.0962,1.465,0.2797,0.24,6.0964,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_pretrain_effect_v2_t007__predobstrain
5.4984,3.0828,3.0962,1.465,0.2797,0.24,6.0964,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_pretrain_effect_v2_t011__predobstrain
5.4984,3.0828,3.0962,1.465,0.2797,0.24,6.0964,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_pretrain_effect_v2_t005__predobstrain
5.4984,3.0828,3.0962,1.465,0.2797,0.24,6.0964,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_pretrain_effect_v2_t003__predobstrain
5.4984,3.0828,3.0962,1.465,0.2797,0.24,6.0964,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_pretrain_effect_v2_t004__predobstrain
5.4984,3.0828,3.0962,1.465,0.2797,0.24,6.0964,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_pretrain_effect_v2_t001__predobstrain
5.4984,3.0828,3.0962,1.465,0.2797,0.24,6.0964,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_pretrain_effect_v2_t002__predobstrain
5.4984,3.0828,3.0962,1.465,0.2797,0.24,6.0964,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__cmp_gru_custom__predobstrain
5.4984,3.0828,3.0962,1.465,0.2797,0.24,6.0964,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_pretrain_effect_v2_t012__predobstrain
5.4984,3.0828,3.0962,1.465,0.2797,0.24,6.0964,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_pretrain_effect_v2_t008__predobstrain
5.4412,3.0439,3.0573,1.4648,0.2797,0.24,6.1027,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v2_t003__predobstrain
5.4412,3.0439,3.0573,1.4648,0.2797,0.24,6.1027,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v2_t009__predobstrain
5.4412,3.0439,3.0573,1.4648,0.2797,0.24,6.1027,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v2_t010__predobstrain
5.4763,2.9772,3.1338,1.5082,0.2797,0.24,6.2135,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v3_t006__predobstrain
6.2694,3.1081,3.1282,1.3191,0.2797,0.24,6.3591,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_add_features_maxpts10k__predobstrain
6.3962,3.4906,3.5061,1.7904,0.2916,0.23,7.5442,99,84348,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r0_s0_spf0p9_sc20_ss42__gp_pytorch_matern32__predobstrain
6.1332,3.4698,3.5038,1.7003,0.2797,0.24,7.601,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v3_t012__predobstrain
3.4909,2.3469,2.396,1.6383,0.1963,0.165,7.9318,52,44304,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_rmd5_decoupled__feat_gok__predobstrain
6.9609,4.0194,4.099,2.1007,0.2797,0.24,9.7997,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v3_t005__predobstrain
7.2678,4.32,4.3319,2.4836,0.2797,0.24,10.1633,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v1_t007__predobstrain
7.2576,4.311,4.3232,2.4799,0.2797,0.24,10.1706,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v1_t008__predobstrain
7.2393,4.2957,4.3065,2.4386,0.2797,0.24,10.1706,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v1_t002__predobstrain
7.2809,4.3294,4.3411,2.5148,0.2797,0.24,10.1856,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v1_t011__predobstrain
7.2795,4.3258,4.3373,2.5264,0.2797,0.24,10.2134,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v1_t005__predobstrain
7.3141,4.3542,4.3677,2.5554,0.2797,0.24,10.218,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v1_t001__predobstrain
8.9378,5.514,5.5223,3.3227,0.2797,0.24,14.5801,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v1_t012__predobstrain
8.9378,5.514,5.5223,3.3227,0.2797,0.24,14.5801,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v1_t004__predobstrain
8.9378,5.514,5.5223,3.3227,0.2797,0.24,14.5801,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v1_t006__predobstrain
8.8671,5.4581,5.4665,3.3158,0.2797,0.24,14.9259,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v1_t009__predobstrain
8.8671,5.4581,5.4665,3.3158,0.2797,0.24,14.9259,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v1_t010__predobstrain
8.8671,5.4581,5.4665,3.3158,0.2797,0.24,14.9259,199,169548,GRU_FCOV_gru_l2_seed40_ep50_full_merged_spf0p8_sc20_ss42__gp_gpytorch_hpo_v1_t003__predobstrain
38.8844,32.5414,32.556,33.5351,0.2391,0.19,191.7629,52,44304,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_test52_decoupled__residual_hr_gespannt_0007__residual
38.8643,32.5234,32.5381,33.6382,0.2391,0.19,191.8224,52,44304,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_test52_twi_gok__residual_hr_gespannt_0023__residual
38.8848,32.5445,32.5593,33.5375,0.2391,0.19,191.9084,52,44304,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_test52_decoupled__residual_siwa_hr_gespannt_v6__residual
,,,,,,,199,169548,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42__gp_stability_v1_t001__predobstrain
,,,,,,,199,169548,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42__gp_stability_v1_t002__predobstrain
,,,,,,,199,169548,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42__gp_stability_v1_t003__predobstrain
,,,,,,,199,169548,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42__gp_stability_v1_t004__predobstrain
,,,,,,,199,169548,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42__gp_stability_v1_t005__predobstrain
,,,,,,,199,169548,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42__gp_stability_v1_t006__predobstrain
,,,,,,,199,169548,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42__gp_stability_v1_t007__predobstrain
,,,,,,,199,169548,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42__gp_stability_v1_t008__predobstrain
,,,,,,,199,169548,GRU_FCOV_in52_out16_ep50_bs4096_seed40_full_merged_r1_spf0p8_sc20_ss42__gp_stability_v1_t009__predobstrain
,,,,,,,199,119997,TFT_in52_out16_ep50_bs4096_stat1_seed40_full_merged__gp_pytorch_matern32__predobstrain
13.811,8.9584,,,,,,199,199,in52_out16_ep50_bs4096_stat1_seed40_full_merged__smoke_nsecheck__predobstrain
5.1344,2.5524,,,,,,199,199,in52_out16_ep50_bs4096_stat1_seed9898_full_merged
